name,reviews
Saint Joseph's College of Maine,"['We are wrapping up a great run at St. Joe’s!! Our son is completing his MBA after receiving his undergrad last spring while having played for the mens soccer team throughout. The entire experience was excellent! From the quality of the education, caliber of the athletic program, friendships made, growth as a person, support of the coaches and admin staff, and last but not least the beautiful location. I would recommend St. Joe’s to any student seeking these attributes. Go Monks!', 'Love everything about this school! Such a welcoming and supportive community with an absolutely beautiful campus.', ""Our daughter transferred to Saint Joseph's for her sophomore year from a large university out west. She chose SJC because it offered the major she was interested in and gave her the ability to participate in a Division III sport, alpine skiing. She has had nothing but a positive experience! The academics have been a great fit for her, she has made great friends and has enjoyed the camaraderie of the ski team. The overall atmosphere of academics and athletics has exceeded our expectations. The professors are very attentive, and the ski team coaching staff has been amazing. To top it off, you can't beat the beautiful close knit campus on Sebago lake."", ""We have a daughter who is currently a sophomore on campus. Our son now has decided to attend St Joe's next September. Once we walked on campus, met staff and current students, both our kids decided right then that's where they would be attending. Both play LAX, and after meeting with Coach Keenan for the girls and Coach Cosentino for the boys, both our kids felt welcomed. They had found a second home to play LAX and get a great education . As parents, we love the safety the campus offers and the close knit community, so we couldn't have been more pleased when our son decided to attend also! Such a beautiful campus on the lake makes visits enjoyable every single time.\n\nSincerely,\nKevin and Richelle Wesley\nMassachusetts"", ""St. Joseph's College strikes a great balance of providing their students with a top notch education along with an outstanding athletic program. I can't say enough good things about the family orientated, student first culture the College, Athletic Department and specifically, the Women's Alpine Ski and Lacrosse team coaches provide our daughter and her teammates. We strongly recommend Saint Joseph's College to anyone looking for a great education while pursuing their passion for top notch athletics!""]"
Southern Maine Community College,"['Not great… The campus itself is good, but the administration could be better. The dorm buildings don’t get any sort of regular cleaning in the common areas, and some instructors are quite… interesting. I probably would not choose to go here again.', 'Nice outdoor antique auto show. Food truck. Small show but very pleasant. Some unusual cars. Some beautiful restorations. Lotta of pride in ownership and workmanship. I enjoyed it.', 'Beautiful spot for doing homework. I went to Pils and Love beer fest and that was stunning at this venue.', ""A lot can be said about this school, there are many different aspects to it. To keep it short I'll say I personally cannot imagine finding a better school at the junior college level. I have found that whatever range of learning someone is in, or whatever their level of understanding is the school will match that and work with them to help further their education. This school cares about their students, they are personable, and attentive, and these are qualities I now look for in a university while I continue to further my education."", ""It's a really awesome school!! The people that work and also go there, are extremely great!!""]"
University of Southern Maine,"[""A school with an exceptionally beautiful campus centrally located. What's not to like? It's the deception and deciet that seems to be threaded into the marketing approach. All these pop up costs and fee increases that are not mentioned as well as ridiculous fees for books in a digital age. It doesn't leave a favorable first impression as a parent. Being upfront on costs can go a long way on not creating negative energy/feelings toward the University that inevitably arise with the emerging truth."", 'Do not go here. The University hires and supports professors who misgender students. Disability accommodations are a joke. Lastly, the parking situation is TERRIBLE. Plan to spend an additional $100-200 on parking tickets per semester and trust me, they won’t dismiss them.', 'UMaine student here. I’ve been trying to get summer intern housing for a month. Housing never picks up the phone. My application was submitted a month ago. Was told I was guaranteed a spot but now they’re telling me they don’t know if they have availability. Ridiculous. They should genuinely be ashamed.', 'I find the low scores interesting because you are essentially rating yourself. If you have any reference at all it is because you had an experience at another school that you had an obvious reason to transfer from. This school is ripe to provide a student with exactly what they work toward. The administration is very accommodating and the professors provide the students with the opportunity to think for themselves. The core requirements promote a well rounded student who can think critically and make decisions based on that judgment. I would highly recommend this school for traditional as well as non traditional students. This review is provided by a non-traditional student who went full-time and graduated.', 'You are better off going to another University if you are set on the city of Portland.  While Portland is a great city, the University is one big disaster that is apparently getting worse with massive layoffs due to ""budget shortfalls"" even as much of the administration at the top get raises (one financial officer got a 40K raise bringing her salary to 250K)...figure that one out. Which brings me to my next point, if you are coming to this place for an education, think twice, this is run more like a business, it is an embarrassment to higher education.  Great faculty members have been laid off left and right in certain majors deemed ""unneeded"" by the current higher ups.\n\nEven if you find a major you want that is not being downsized or terminated, there is still the issue of money.  No one from the business office will help you.  They are unsympathetic to the average students needs.  Because of that, and other reasons I will explain, you will likely graduate here with debt.  Even if you try to find ways to make the experience more affordable as it should be, you are likely to meet with denial.  For example, and from my personal experience, I lived in Maine for 3 years.  I rented there, worked and paid taxes there, got mail there.  By all accounts I was a resident of Maine but the University never granted me instate, after several pleas, they still rejected me with no reason given.  I went to the financial aid office, the only advice I got was ""take out more loans"".  Great advice to give a 20 year old.  No advice or attempts to help me find scholarship I might be eligible for by the financial aid office.  I did try to look on my own but there are so many scholarships, especially ones that are under the radar that nonetheless might be suitable to me, that I find it hard to believe that avenue was never explored with me when I visited the office.  They just want a quick, easy fix/response to students with legit questions (on how to make UNI more affordable, etc.) - like take out loans.  Great, but USM offers little help after graduating with job placement which is not good considering the advice you got for three years, ""take out loans"".  Considering the money you pay, this is not acceptable.  But considering the advice I got from fin. aid and apathy I got from the business department I guess I should have seen it coming!\n\nThis is one bloated bureaucratic mess.  Greed at the top with tons of unjustified raises while the talent ""below"" (great teachers) are axed because of ""budget issues"".  Learn elsewhere!']"
Thomas College,"['Sweet twin turf fields...field hockey is actually not like watching paint dry..it is actually exciting...who woulda guessed that.  Thomas College has done this right!', ""The Athletic Center was nice we had a good event but there didn't seem to be any fans or air flow so it was tiring. If it had better air flow or AC it would have been a 5 star"", 'Was there for a conf this week. Alot of classrooms was hot. The food was ok nothing to write home about. Dorms where ok. I went to the room and found throw away towels. This was a green confereance.', 'Great school always doing things for the entire community. So much more then just a college. Lucky to have amazing schools locally. Do what you can to support them when you can.', ""As an institution of higher learning, this college isn't a bad choice.  My review isn't about the entire school, or the school as a whole; this review is merely my perspective based solely on my experience working there from 2015-2019.  As the Director of the Theatre Program, I was repeatedly disappointed by the lack of interest in the theatrical arts here.  The people in charge of activities would constantly toss the drama club aside.  I would literally show up for rehearsal, and be told that another activity was happening in the auditorium and my rehearsal would have to be canceled.  One time, an activity was scheduled on a Thursday night just before Opening Night of my show!  Talk about feeling marginalized and unimportant. The idea of this being a big deal was foreign to the Activities Coordinator, but if I felt marginalized, how do you think my student/actors felt?  My first year there was phenomenal and the play that I wrote and directed was a SMASH HIT!  As my time at Thomas moved along, I began to realize that most of the students are just too busy with trying to pass their classes, and can not handle extra curricular activities of the artistic nature.  In 2019, no one showed up to join the club, no one showed any interest in acting at all.  I even tried to adapt the program and make it a Comedy Club, to no avail.  My take away is that Thomas is not a bad place, but if you're interested in the arts (at least the dramatic arts) this is probably not the place for you.  It's a great business school and has an awesome criminal justice program; however, theatre is definitely not a priority.""]"
Unity Environmental University,"[""Unity Environmental University has been extremely disorganized and unresponsive on the administrative side.\nI've already been enrolled here for over a year, but requested a stop‑out for this past January term multiple times. I was still enrolled and billed for the January class I never attended. I then clearly stated I wanted to start in February, made my payment, and set up a payment plan — yet the advisors confused my request for the stop out that I requested in January, removed my course from Canvas that I was originally given access to, deleted my schedule, and left me without access on the day before class opened..the one I already began payment on. The last 2 days, I made several attempts at contacting at least 5 different departments with no response. I sit here at 5am wondering if I'll have class or not.\nBeing fully prepared for a new term, only to have your class ripped out from under you the day before it starts, is unacceptable and incredibly stressful.\nTo be clear, I have loved every professor I’ve had here. The faculty have been excellent. The problem is entirely with admin.\nThe repeated errors, lack of communication, being texted by advisors and told I was emailed about some communication only to find an email never existed (several times) and failure to manage basic enrollment functions have made it impossible to trust this institution. I am now actively exploring transfer options because Unity has shown zero accountability.\nIf you’re considering this school, be prepared for billing mistakes, ignored requests, and major administrative failures — even though the professors themselves are great."", 'I started at Unity in 2023 and just graduated in 2025. Unity is the most holistic and environmentally focused university one could strive for. Their online program is balanced and effective at giving one the ability to have a life and pursue a degree. I wholeheartedly support anyone with a passion for the environment or animals to join. Everyone may run into their issues with certain things during their college experience but if you email your advisor consistently they will figure out how to help you! I love this university and may consider a masters degree with them too.', ""NEVER go to this school. They constantly encourage the use of AI on assignments, despite it destroying our environment. Not a great look for an environmental school. And it's not only students, professors will clearly be using AI to grade and respond to assignments. This is obviously inaccurate but if you bring it up with your professor, they will use AI to respond. Do you know how pointless it is to argue with an AI chat bot?\n\nTheir use of AI is not their only weak point. They constantly switch professors to teach new classes, but the new professors don't make new content. I doubt they even know what content they're supposedly teaching. They will still use the videos of lessons from previous professors, as well as their instructions and rubrics for assignments, often times without proof reading. Yet, they grade the assignments on what they personally think it should include, meaning you practically have to read their mind if you want a good grade.\n\nI strongly discourage anyone from choosing this school, it is full of incompetent leadership and professors who clearly have no idea what they are doing. I am currently looking at other schools and hoping to switch soon.\n\nEditing my review to include that their loan policy is OPT OUT, not opt in. I had 12k in loans I never knew about or agreed to, and I did not need them. But since I never opted out, it was automatically applied. Now I can't afford to pay them in full so I'm out a ton of money from interest. I don't know if I signed without realizing it or what, but they never made it clear that over half my tuition was being covered by loans. I thought I was paying in full each term, there is no mention of loans on the payment screen. If I could give this school negative stars I would. Such a bad business and educational institution it's unbelievable."", 'I am currently going to Unity Environmental University using distance education to get a Bachelor of Science in Animal Health and Behavior, and I absolutely adore the school! Teachers are prompt when you need help they are just an email away and your advisor is also always quick to reply if you have any questions or concerns. Great school 10/10 recommendation.', ""I took one online class and had a terrible experience. I was sold into being able to learn at my pace only to absolutely overloaded with homework. None of the staff seems to talk to each other. The orientation video says you aren't expected to complete assignments on your first 2 weeks but my teacher gave us 3 homework assignments recently right at the beginning and the student advisor was completely useless and in now way helpful.""]"
Washington County Community College,"['I graduated from the Woodharvesting program in 1977!! I see that has been discontinued and that the school has changed immensely. I can say without hesitation that the values taught to me have remained with me all these years and have influenced my careers in many positive ways. Much of the credit has to go to Joe and Carroll who molded young rowdy boys into responsible young men!!', 'Love it here at the collage first year here been here 3 weeks good experience friendly staff and people here would recommend for any student and adults', 'Very good school, plan on doing a more elaborate review in the future.', 'All the staff is very helpful and great variety of courses you can take', 'Always wanted to go here']"
Allegany College of Maryland,"[""To go to this college you have to submit to completely invasive digital surveillance inside your own home.  You will be required to take tests at home because professors are too lazy to proctor their own tests, so use AI to proctor tests (you're not allowed to use AI for anything, but your professor will use AI for everything, including assessing your work).  You are expected to use HonorLock, which requires you to submit your biometrics, a photo of a government issued license, and video of your home (yes, an actual video of your home; to make sure you're not cheating, but of course someone stores that video and now a recording of your private home is made public to the university).\n\nGovernment run schools are preparing to accept invasive digital surveillance inside your own personal, private spaces.  Never forget that a lot of what government run schools are is to prepare you for the dystopian plans they have to monitor you at all times for the purposes of control, while accepting those in authority are not subject to the same monitoring and control."", 'Had my teeth examined exrayed and cleaned. They are students so they are a little slower. They must ck in with their teachers. It may take more than 1 visit to get your wk completed. However, were very kind and worked to try to make the process comfortable. Great price! They charged $30 or $40. My Dentist wanted $400 after insurance.', 'The Allegany College of Maryland campus offers an exceptional academic environment and supportive community that empowers personal and intellectual growth. Its faculty is a notable asset, with professors who are both renowned experts in their fields and dedicated educators who prioritize the development of well-rounded individuals through comprehensive learning experiences that extend beyond the classroom.', 'I have visited so many colleges. This is one of the very few I would consider attending (and I currently am). I chose this school because the professors and staff actually help the students. The campus is smaller, but in no means lacking. I always feel so welcomed here. This college really is what you make of it, you can have the full college experience if you want tom', 'This school nursing program is racially profiled. All white board of nurses is laughable. Upload your picture to your profile for a grade… huh? Why? Your pictures are not on the website! Their nursing program is a joke failing student because of clinical skills, when they are literally passing academically. What a money scam. The nursing bag that is almost $100 bucks does not have enough supplies to complete a skill with. So, basically make believe all the way through. If you are black and dark complexion like me, don’t waste your money and time here. Go traditional!']"
Anne Arundel Community College,"['The staff were all very friendly and accommodating! I had a pedicure complete with a neck warmer and hand massage. This pedicure included hot booties with paraffin wax. It was the most relaxing pedicure I’ve ever had. My nails were polished expertly and my feet felt great! A complimentary glass of prosecco was an added bonus!!', 'Highly recommend Tipsy Nail Bar. Their customer service was fantastic. Walking in the place was beautiful and I was greeted warmly & offered a beverage, then promptly seated for my pedicure. Holly was AMAZING! Thank you for doing such an amazing job on my pedicure! The thought and care put into my visit was greatly appreciated. I also had my eyebrows waxed & tinted, as well as my eyelashes tinted. They look so good and natural. I am not a big fan of makeup and this will allow me to not have to apply any for the next few months. I highly recommend their services & will be back!', 'I was very pleased with how nice the techs were (both for my nails and for my pedicure) at the Tipsy Nail Salon on College Pkwy in Fort Myers FL.  I felt like they did not rush and were very accommodating. They did a fantastic job!!! The facility was very clean and cute inside. I thought that offering complimentary drinks and a gift of the hand lotion at the end was a really nice way to show appreciation to your customers.   Continuing  with that mindset and customer service and I would choose to go no one else. I have already recommended this place to friends. Thank you for a really pleasant experience today.', 'Diane is always so nice and friendly and her work is the best. The salon is beautiful and very relaxing. I would recommend Tipsy to anyone', 'If you are thinking about taking online classes at this college, I would not recommend taking ENG 101 with Marjorie Paoletti. During my time in the class, I was accused of using ChatGPT on an assignment, and I was told that other students had received similar accusations. This created a stressful and discouraging learning environment. In addition to my experience in the class, I also had issues when contacting the front desk. When I called for assistance, the staff were often rude and did not seem willing to help or answer questions clearly. It made resolving concerns much more difficult than it needed to be. Overall, my experience with both the course and the administrative support was disappointing. I hope the college works on improving communication and professionalism so future students have a better experience.']"
Baltimore City Community College,"[""To discontinue use of the Virtual Help Desk without any notice to students (and very little notice to staff it seems) less than a week before the start of semester is beyond careless and it seems like complete disregard of students and education as a whole is the motto of this institution. Even besides this, getting a hold of somebody actually helpful is a almost impossible task. I spoke with three people yesterday (and took everyone's names) and am in the same place that I was before, only more upset by not only the lack of resolution but the absence of class and couth from staff members and work studies students working at the front lines of communication for the offices of this institution. I got nowhere with everybody that I spoke to on top of being met with such unprofessional and unnecessary attitudes. It almost feels like somebody is sabotaging the institution with how poorly it is run and the utter lack of competency and communication. It is a shame the magnitude of such egregious lack of consideration for students that overshadows the select few astounding professors and other staff I have encounter.\n\nTeaching in my personal opinion, is beyond a labor of love and I will always have respect for educators but even more so for those select few wonderful people working under such poor leadership. For them, 5 stars; for the institution 0!"", 'I’m a veteran and was interested in using my GI Bill  to enroll for spring semester. Was told I have to send an email to make an appointment. No answer! I emailed again & no answer. I drove to the school and was then informed to CC THE DEAN and then I should get a response. Guess what?! STILL no response. I also attempted to call multiple times and no answer ONCE AGAIN. Went to CCBC and was helped immediately. I would give this community college 0 stars if allowed', 'Very rude workers. I called the Registration office and Teresa Clayton was who I spoke with. I called because I was trying to register for my classes. I told her that the class that an advisor told me to register for was giving me an error message.\n\nShe asked did I speak with an advisor, I told her “yes.” She then proceeded to ask me “so what the problem is?” What representative speaks to a student like that???? Very rude. The workers act as if they hate their job.', ""As others have stated, this place has no interest in assisting prospective or current students. No replies to messages and no answered calls. They clearly don't care and don't want your money."", ""To be honest this is the worst school I been to. The professors that I've had struggle with communicating so it leaves everyone confused.  On top of that waiting 3 months and counting on financial aid disbursement is unheard of.""]"
University of Baltimore,"['I would consider donating to them after their desperate ads if they didn’t fire my late grandmother that worked there for several decades over an impersonal email which ultimately fed into her early death. Good luck', 'I am a current student, and I can confidently say that this university is declining in both academic quality and institutional focus. Leadership and staff appear more invested in self-promotion and distributing politically charged messaging than in supporting the academic and professional advancement of their students. Unfortunately, this shift in priorities has become increasingly visible across various departments.\n\nPoor communication has become a persistent issue. Emails go unanswered for weeks, and students are often left in the dark about course updates, deadlines, and policy changes. When responses do come, they are often vague or dismissive, leaving students feeling unheard and unsupported. This unresponsiveness is not only frustrating but also deeply discouraging, especially for those of us balancing work, family, and graduate-level coursework.\n\nClassroom environments have also suffered from a lack of strategic planning and engagement. Courses are frequently reorganized mid-semester with little notice, leaving students scrambling to adapt to new formats, assignments, and platforms. These chaotic shifts reflect a troubling lack of foresight and consideration for the learning experience.\n\nIf you are a working professional seeking a structured, student-focused academic experience that respects your time, effort, and investment, I would strongly recommend looking elsewhere. The university needs to urgently realign its priorities and refocus on the needs of its tuition-paying students, the very individuals who sustain its operations.', 'I love everything about this university, from the advisor to my professor and also the staff in the various offices such as financial aid, registration they all help to make my time at this university very pleasant.', 'I transferred here after finishing at CCBC, that transition went smooth for the most part. I liked my time here and I graduated. The location is good, right at midtown. Its not all the way into the city which made the drive less intense as a student that commuted. The class sizes were small to medium, not very large which I liked. Evening classes worked well with my full time work schedule. Most of the professors I had were great and also like how they offer career search assistance and workshops both as a student and alumni so some of the services dont stop because you no longer go to that school. The new library looks nice. By the time they redone that building I already graduated so not sure how nice it is inside but from the outside it looks great.', 'The Professors are great!! The administration, not so great. I don’t not understand why it is so hard for them to just do their job. I have to literally follow up everyday in person (I’m a online student), just for them to process anything. Then, they have the audacity to have an attitude as if I have done something wrong. This has not made for a great experience. I want to finish here so bad, but I’m transferring. It’s stressful!']"
Bowie State University,"[""My daughter was a student at Bowie for the Fall 2025 semester and the whole experience has been an absolute nightmare. She is leaving after finals. We can't take it anymore.\n\nFor staters, Bowie State is very unorganized. The right hand doesn't know what the left hand is doing. The housing and financial aid offices constantly send out notifications with dates they never keep. I've received four emails saying she has balance and it is going to collections only to log in to her student account and see the balance is zero. Emails to the financial aid and billings offices go unanswered for months and the people who answer the phones don't work for the school (African call-center), so they never know how to help. Scholarship/grant money is never properly posted to student accounts, leaving parents having to pay cost that should be covered by scholarship/grant money. My daughter had 3 scholarships paid directly to Bowie in September and October 2025 and Bowie still has not posted them to her account even though the semester is now officially over. We had to pay $12,000 out of pocket because Bowie is delayed in applying scholarship money. At this point, we don't know where the money is.\n\nThe housing situation is even worse. My daughter was in ELLC this semester and we spent a whopping $5,300 for her to be on campus for the Fall term, plus an additional $2,400 for her meal plan. The rooms in ELLC are freezing and the windows don't open so the ventilation is poor. The bathrooms have mildew in them and whenever students complain to the RA's/DA nothing gets done. Even though the meal plan is required to be one campus the food in the cafeteria is horrible (frozen pizza and chicken nuggets). Most of the students are resorting to ordering from DoorDash or UberEats because the cafeteria is closed on the weekends. The school is in the middle of nowhere with no grocery stores or food places close by. All and all, Bowie was the worst $12,000 I've ever spent. I want to support HBCUs but Bowie is terrible."", 'I visited Bowie State University to explore the campus and facilities. It had a very welcoming and organized environment and was easy to navigate through. There were also some interesting statues, murals, and historic buildings on campus that were enjoyable to look at. I would highly recommend going here.', 'NIGHTMARE!! Someone needs to investigate Bowie’s Financial Aid Department, their unprofessionalism, lack of communication, and disorganization. My daughter no longer goes here and if you’re reading this, don’t go here! They currently are stating that my daughter has a $10,000 dollar plus bill for the Fall 2025 semester, stating that her funds were reversed back to FASFA. Yet FASFA has not been made aware of this reversal. Not to mention that it  was nothing but problems from the very beginning since my daughter moved into her dorm. I have called countless times and all they say is “we have to escalate this and someone will follow up within 24-48 hours, only they never follow up with you.', ""The campus is improving,but they charge building construction fee as part of your tuition. They're also far behind in many ways, especially technology. Professors are not always available during their office hours making it difficult to reach them with any questions or getting assistance."", 'The State of Maryland needs to do an audit on their financial aid department. They are taking money from 3rd party institutions (scholarships/grants) and not disbursing that money to the student accounts.']"
Capitol Technology University,"[""Great university good people and staff with great opportunities such as scholarships and you don't need a super high goal to go I would recommend and this is the place I would chose for a university 😁"", 'Great place. Very open to working with their students.', 'Had my first class here staff is friendly. Will have to update at a later time.', 'Forever in life of those whom they gave a chance!\n\nI have chosen to pursue my academic journey with Capitol Technology University because it stands as one of the most innovative schools, not just within the United States of America. The Capitol Tech crosses the borders, offering education and hope around the world! It breaks the status quo, shatters barriers, and offers opportunities to those who may have felt lost in life, society, or in their thoughts.\nI believe that united by the recognition that the status quo is not getting the job done, academia, experts, readers and all who care, can and will change the world to better place to live, create and give back to communities!\nThe status quo is inviting attacks on digital world every second of every day. The status quo is a slow surrender of centuries long discoveries, talents and responsibilities.\nWe all want that to stop. Therefore, I invite you to join me in the privilege of fighting for the right to stand together in our mission to educate, mentor, and enhance the skills of future talents.\n\nDr. Ludmila Morozova-Buss', ""Outstanding university geared towards the education of today's technology. This is our son's second year at CTU after transferring from 2 years at Frostburg State University. He wants to work on computer programming, robotics and drones; and Capitol Tech has the programs for these technologies which are far more in depth than just regular universities. They have very helpful and friendly staff both in administration and professors. It is a small university so there is a lot of one on one help, if need be. It has a moderate size campus that is very welcoming and quiet, especially being so closely located to the Baltimore/Washington Parkway. CTU is reasonably priced for tuition and on campus housing. And although it seems like it is in the middle of nowhere, it is halfway between Baltimore and Washington DC within the suburb of Laurel. It is affiliated with several government agencies and therefore has many internships within them. For students who are highly intelligent with technology and like the comfort and quiet of a small university, I highly recommend Capitol Technology University!""]"
Cecil College,"['When to a graduation. It was nice. Its was long, the speakers need to have they speeches less than 3 minutes. We came see the students, not hear a lot of no never mind stuff.  Some people may want to get babysitter next time. To much crying and loud talking or yelling.   The staff need to get more control. At one time I could not hear the students name. And cell phone going off.', 'Community college is a great thing to have in a county so I’m happy Cecil has one. I think it’s a good stepping stone to go to community college after high school and before university. It gives you a feel of what college is all about without having to leave home right away. They have extremely good prices for classes. Ruth from the bookstore was always nice and helpful. Professor Cohen was my favorite professor I had when I went there. He was always funny and nice. If he ever saw you on campus he would always come greet you and ask you how you were doing. It’s remarkable that Cecil has a free food option across from the cafe if you forgot your wallet but still wanted a snack. The only thing I didn’t like about Cecil was that the way the advisors set up my classes I graduated on the wrong year because no one told me the way the graduation deadline worked especially with my classes (when I got close to finishing there). Having the wrong year really upsets me and they said they can’t fix it now. I would give Cecil 5 stars instead of 3 if I would have been able to graduate on the correct year like I wanted to.', 'This college is in the business of manufacturing conflict at the expense of student welfare. There are quite a few good people working at this college. Unfortunately, the minority of folks at the top poison the well. The college suffers from the typical lack of education training in most of their professors, and this does result in severe deficiencies in the quality of the company\'s services, but this appears to be a problem common in all community colleges. This college appears to be operated with a ""nothing to lose"" attitude towards students, which means they don\'t appear to act in the best interest of their customers, namely, students. Leadership from the top appears to be nonexistent from my perspective. I wish I saw a more hands-on approach from the college\'s President since the faculty and staff appear to lack unified purpose and vision. Accountability is very lacking at this college and there is no clear information on chain of command when there is an issue. The college\'s private security force, Public Safety, appears to often be used to escalate peaceful, but tense situations into highly distressing situations without probable cause of suspicion for any potential for actual harm to anyone. This is not the fault of Public Safety itself, rather, the faculty and staff who make students feel unsafe by needlessly involving Public Safety in otherwise docile situations.\n\nI give two stars and not 1 star because of the many people at this college who act in the best interest of student at least most of the time. A lot of good things happen here. However, I think that the negative aspects are more material to the functioning of the college as a whole and for that reason I don\'t give it more than 2 stars.', 'Well maintained college in cecil County. Wonderful staff, great security in the campus.  This college needs a good cafeteria, though. I see food truck on some days', ""Signed up for Electrical courses at cecil college. Was supposed to start tonight. Just found out from another student that they had canceled the course. Do unprofessional. Now I'll have to wait another entire semester to sign up for a course some where else, because I will NOT waste my time with Cecil College ever again.""]"
College of Southern Maryland,"['There is an extreme lack of communication between advisors. One will tell you one thing and another will tell you another completely different thing, advisors are also extremely difficult to get in contact they seem to all be working with other students when I call that may just be bad luck on my end but I’ve called 3 days in a row and I still have not been able to get in contact. I work all day so it’s hard for me to make it up to Campus to meet in person.', 'A visiting student wanting to take a few prerequisites. Would not waive my English and math placement test with my bachelor’s degree (taken 3 college level English class , and three math classes) but requested me to provide the full syllabus per class (assignments ,due dates,topics), everyone I spoke to and my alumni school found this insane . I provided  course description for all my classes to facilitate the process for them and an official  transcript (very high GPA) which is considered documentation but they still couldn’t figure out if I was college ready. I sent them a professional email expressing my confusion and frustration which I received no response( from transcript coordinator or the president). I have so much respect for community colleges because they are open to everyone from different  backgrounds and I would think they would be the most understanding and accommodating to everyone’s different needs. But I was very wrong with this school.', ""The only reason this is getting two stars is because of the amazing teachers from the paramedic program. Almost every class I too here the teachers were awful and unhelpful. I just dropped an online class because the teacher posted things that didn't line up with the material and included questions in her tests that weren't covered in the chapter, power points or extra learning material. Most of the teachers do not care about their class and act miserable\n\nThe disabilities office isn't great from my experience either and I ended up not using them again due to how hard it was to get in touch with them sometimes."", ""This was a great school because it was way much better than Prince George's Community College. The problems are that the Dance Department is not very organized, have professors that are terrible teachers of teaching the Dance Ensemble and Ballet Dance courses. Plus, they do not offer contemporary, hip hop and tap dance, which is needed. There are also poor administrations in the Dance Department that needs improvement. Plus, some of the students including the teachers try to bullied me on social media, but I do not tolerated because I am too rigid for that. But at least I graduated in 2012 with a 3.80 grade point average and receive my Associate's Degree in Theatre and Dance. Now, I can move forward, move to another state to pursue my dreams including doing my dance careers, operating a better, successful dance company than College of Southern Maryland and other dance companies I had issues with in the past, get married, start a\nfamily and live a healthy long life. I would highly recommended students to attend to this college, but not get a degree in Theatre and Dance. If you want to get a degree in Theatre and Dance, go to Towson University because their dance department is much friendlier than College of Southern Maryland Dance Department. Good luck to all students and have a bless life."", ""CSM is a corrupt academic organization that has an incompetent Bursar's office.   We tried to drop a class within the deadline and were unable to due to multiple system errors.  After multiple phone calls we were told to call back the next day and that all would be well.  We did and were told all was taken care of.  One month later we receive a letter saying we are denied our refund with no explanation.  Multiple calls and emails to the Bursar's office go nowhere.  Very unfortunate for such a small academic institution to build their Bursar's office on dishonesty, lack of integrity and lousy customer service.  Be warned that they are unorganized and incompetent and it will require numerous phone calls to achieve absolutely nothing.  A totally disgraceful office.""]"
Chesapeake College,"['Great place to go to school. Plenty of resources and staff will make sure to help and get you passing grades.', ""I went to Chesapeake after my service year in AmeriCorps which served as my gap year after high school. I studied Computer Information Systems: PC & Network Management and also took part in the Honors Program as well. The classes within my field always proved beneficial and relatable to what I do on the job and also paved the way for my certifications. The general education courses served their purpose and prevented me from having to take any other ones when I transferred. If you didn't get immediately accepted into a university out of high school or if you're a returning student, Chesapeake is a great starting location to start your studies anew."", ""Chesapeake's Wye Mills campus is beautiful and modern. Be sure to check out it's cafeteria, particularly the French-inspired specials!"", ""Love the staff, professors and credit/noncredit courses. They're easy to apply for and get help with no matter what time day or night within reasons."", 'Loved it they remodeled it all after I graduated MUCH better now hope parking is better now… Alumni Class of 2004']"
